Swiss food composition database – Generic foods V6.1 (28.03.2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,4097,,"Legumes/Pulses, (average) dried",,"Cereal products, pulses and potatoes/Pulses",,per 100g edible portion,1410,Automated calculation,,335,Automated calculation,,4.9,Calculation on the basis of ingredients,,0.7,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,2.7,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,39.3,Calculation on the basis of ingredients,,4.4,Calculation on the basis of ingredients,,34.1,Calculation on the basis of ingredients,,16.5,Calculation on the basis of ingredients,,25.1,Calculation on the basis of ingredients,,0,Automated calculation,,0,Calculation on the basis of ingredients,,14.7,Automated calculation,,20,Automated calculation,,10,Automated calculation,,0,Calculation on the basis of ingredients,,120,Calculation on the basis of ingredients,,119,Calculation on the basis of ingredients,,0.65,Calculation on the basis of ingredients,,0.2,Calculation on the basis of ingredients,,0.37,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,2.58,Calculation on the basis of ingredients,,239.7,Calculation on the basis of ingredients,,1.14,Calculation on the basis of ingredients,,9.5,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.71,Calculation on the basis of ingredients,,1200,Calculation on the basis of ingredients,,4,Calculation on the basis of ingredients,,60,Calculation on the basis of ingredients,,96,Calculation on the basis of ingredients,,130,Calculation on the basis of ingredients,,420,Calculation on the basis of ingredients,,6,Calculation on the basis of ingredients,,1.8,Calculation on the basis of ingredients,,3.2,Calculation on the basis of ingredients,,n.d.,,,Ja
10534,,,Lemon Curd,,Sweets/Creams and puddings,,per 100g edible portion,1340,Automated calculation,,321,Automated calculation,,16.2,Calculation on the basis of ingredients,,7.9,Calculation on the basis of ingredients,,4.5,Calculation on the basis of ingredients,,1.4,Calculation on the basis of ingredients,,256,Calculation on the basis of ingredients,,37.5,Calculation on the basis of ingredients,,37.5,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,6,Calculation on the basis of ingredients,,0.2,Automated calculation,,0,Calculation on the basis of ingredients,,40.1,Automated calculation,,190,Automated calculation,,185,Automated calculation,,180,Calculation on the basis of ingredients,,59,Calculation on the basis of ingredients,,52,Calculation on the basis of ingredients,,0.05,Calculation on the basis of ingredients,,0.13,Calculation on the basis of ingredients,,0.05,Calculation on the basis of ingredients,,0.54,Calculation on the basis of ingredients,,0.05,Calculation on the basis of ingredients,,28.7,Calculation on the basis of ingredients,,0.94,Calculation on the basis of ingredients,,5.4,Calculation on the basis of ingredients,,1.5,Calculation on the basis of ingredients,,0.42,Calculation on the basis of ingredients,,82,Calculation on the basis of ingredients,,72,Calculation on the basis of ingredients,,88,Calculation on the basis of ingredients,,30,Calculation on the basis of ingredients,,9.4,Calculation on the basis of ingredients,,100,Calculation on the basis of ingredients,,0.9,Calculation on the basis of ingredients,,15,Calculation on the basis of ingredients,,0.7,Calculation on the basis of ingredients,,n.d.,,,Ja
398,4153,1000862,"Lemon, fresh",,Fruit/Fresh fruit,,per 100g edible portion,96,Automated calculation,,23,Automated calculation,,0.5,-,1008,0.1,-,1008,0,-,1008,0.1,-,1008,0,-,43,2.9,-,1008,2.5,-,43,0,-,43,2,-,1008,0.8,-,1008,0,Automated calculation,,0,-,43,90,-,1008,1,Automated calculation,,1,Automated calculation,,0,Estimation,51,8,Estimation,51,0,-,134,0.05,-,43,0.02,-,43,0.07,-,43,0,-,43,0.2,-,43,9,-,43,0.2,-,43,52,-,43,0,-,43,0.8,-,43,150,-,43,4,-,43,4.5,-,36,25,-,43,16,-,43,18,-,43,0.5,-,43,1.5,-,36,0.1,-,36,n.d.,,,Nein
605,3634,1001144,Lemon juice,,Fruit/Fruit juices;Non-alcoholic beverages/Fruit and vegetable juices,1,per 100ml food volume,125,Automated calculation,,30,Automated calculation,,0.3,-,5,0,-,5,0,-,5,0.1,-,5,0,Estimation,51,6.1,-,5,6.1,-,22,0,-,5,0.4,-,5,0.4,-,5,0.1,Automated calculation,,0,-,5,92.5,-,5,1,Automated calculation,,1,Automated calculation,,0,Estimation,51,9,Estimation,51,2,-,156,0.04,-,5,0.01,-,5,0.04,-,5,0,-,9,0.12,-,9,10,-,5,0.19,-,9,25,-,5,0,-,5,0.09,-,5,100,-,5,21,-,5,4,-,9,11,-,5,24,-,9,9,-,5,0.1,-,5,0.6,-,1007,0.1,-,5,n.d.,,,Nein
13386,,,"Lentil, split, cooked (without addition of fat and salt)",,"Cereal products, pulses and potatoes/Pulses",,per 100g edible portion,589,Automated calculation,,139,Automated calculation,,0.6,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0.2,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,20,Calculation on the basis of ingredients,,0.9,Calculation on the basis of ingredients,,18,Calculation on the basis of ingredients,,4.3,Calculation on the basis of ingredients,,11.3,Calculation on the basis of ingredients,,0,Automated calculation,,0,Calculation on the basis of ingredients,,63.8,Automated calculation,,3,Automated calculation,,1,Automated calculation,,0,Calculation on the basis of ingredients,,17,Calculation on the basis of ingredients,,17,Calculation on the basis of ingredients,,0.18,Calculation on the basis of ingredients,,0.06,Calculation on the basis of ingredients,,0.09,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,18.3,Calculation on the basis of ingredients,,0.17,Calculation on the basis of ingredients,,1.2,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.11,Calculation on the basis of ingredients,,280,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,36,Calculation on the basis of ingredients,,16,Calculation on the basis of ingredients,,30,Calculation on the basis of ingredients,,150,Calculation on the basis of ingredients,,2,Calculation on the basis of ingredients,,0.3,Calculation on the basis of ingredients,,1.1,Calculation on the basis of ingredients,,n.d.,,,Ja
13385,,,"Lentil, split, dried",,"Cereal products, pulses and potatoes/Pulses",,per 100g edible portion,1410,Automated calculation,,334,Automated calculation,,1.5,-,1649,0.3,-,1649,0.3,-,1649,0.5,-,1649,0,Estimation,1648,48,-,1649,2.2,Estimation,1648,43.3,Estimation,1648,10.4,-,1649,27,-,1649,0,Automated calculation,,0,Estimation,1648,10.9,-,1649,7,Automated calculation,,3,Automated calculation,,0,Estimation,1648,40,-,1649,40,-,1649,0.68,-,1642;1649,0.18,-,1649,0.32,-,1642;1649,0,Estimation,1648,2.2,-,1649,88,-,1649,0.74,-,1642;1650,4.7,-,1649,0,-,1650,0.29,-,1649,900,-,1542;1649,1.4,-,1542;1649,84,Estimation,,33,-,1542;1649,83,-,1542;1649,390,-,1542;1649,5.6,-,1542;1649,0.7,-,1007,3,-,1649,n.d.,,,Nein
1060,4285,,"Lentil, whole, cooked (without addition of fat and salt)",,"Cereal products, pulses and potatoes/Pulses",,per 100g edible portion,501,Automated calculation,,119,Automated calculation,,0.5,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0.2,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,16.4,Calculation on the basis of ingredients,,0.4,Calculation on the basis of ingredients,,16,Calculation on the basis of ingredients,,6.2,Calculation on the basis of ingredients,,8.9,Calculation on the basis of ingredients,,0,Automated calculation,,0,Calculation on the basis of ingredients,,67.9,Automated calculation,,1,Automated calculation,,1,Automated calculation,,0,Calculation on the basis of ingredients,,8,Calculation on the basis of ingredients,,8,Calculation on the basis of ingredients,,0.13,Calculation on the basis of ingredients,,0.04,Calculation on the basis of ingredients,,0.06,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,27.5,Calculation on the basis of ingredients,,0.28,Calculation on the basis of ingredients,,1.5,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,240,Calculation on the basis of ingredients,,1.1,Calculation on the basis of ingredients,,31,Calculation on the basis of ingredients,,22,Calculation on the basis of ingredients,,31,Calculation on the basis of ingredients,,130,Calculation on the basis of ingredients,,2.5,Calculation on the basis of ingredients,,0.3,Calculation on the basis of ingredients,,1.2,Calculation on the basis of ingredients,,n.d.,,,Ja
370,4016,1000833,"Lentil, whole, dried",,"Cereal products, pulses and potatoes/Pulses",,per 100g edible portion,1370,Automated calculation,,324,Automated calculation,,1.5,-,1649,0.2,-,1649,0.3,-,1649,0.6,-,1649,0,Estimation,1648,44.8,-,1649,1.1,Estimation,1648,43.7,Estimation,1648,17,-,1649,24.4,-,1649,0,Automated calculation,,0,Estimation,1648,9.7,-,1649,4,Automated calculation,,2,Automated calculation,,0,Estimation,1648,21,-,1649,21,-,1649,0.53,-,1642;1649,0.13,-,1649,0.23,-,1642;1649,0,Estimation,1648,2.5,-,1649,150,-,1649,1.39,-,1642;1643,6.8,-,1649,0,-,1643,0.29,-,1649,860,-,1542;1649,1.7,-,1542;1649,84,-,9,57,-,1542;1649,96,-,1542;1649,400,-,1542;1649,8,-,1542;1649,0.7,-,1007,3.6,-,1649,n.d.,,,Nein
531,3897,1001045,Limburger (Münster) cheese,,Milk and dairy products/Hard cheese,,per 100g edible portion,1140,Automated calculation,,273,Automated calculation,,21.4,-,184,12.8,-,184,5,-,184,0.9,-,184,64,-,184,0,Estimation,1408,0,Estimation,1408,0,-,22,0,-,22,20,Estimation,1662,1.9,Automated calculation,,0,-,22,55.9,-,184,245,Automated calculation,,235,Automated calculation,,225,Estimation,51,120,Estimation,51,120,-,8,0.01,-,184,0.46,-,184,0.25,-,184,2.18,-,9,0.21,-,9,53.4,-,9,0.42,-,9,tr.,-,22,0.4,-,35,0.38,-,184,90,-,184,760,-,184,1390,-,184,230,-,184,15,-,184,220,-,184,0.1,-,184,20,-,9,1.9,-,184,n.d.,,,Nein
277,4128,841011,Linseed,,"Nuts, seeds and oleaginous fruit",,per 100g edible portion,1950,Automated calculation,,472,Automated calculation,,33.6,-,68,2.9,Estimation,1002;1003,6.1,Estimation,1002;1003,23.1,Estimation,1002;1003,0,-,156,10.8,Estimation,1003,1.6,-,156,0,-,8,27.3,-,156,17.9,-,68,0.1,Automated calculation,,0,Estimation,51,6.4,-,68,0,Automated calculation,,0,Automated calculation,,0,Estimation,51,0,Estimation,51,0,-,156,1.64,-,156,0.16,-,156,0.47,-,156,0,-,156,3.1,-,156,87,-,156,0.99,-,156,1,-,156,0,-,8,14.38,-,68,680,-,156;1542,40,-,156;1542,60,-,8,240,-,156;1542,320,-,156;1542,530,-,156;1542,6.3,-,156;1542,10,-,8,4.3,-,156,n.d.,,,Nein
900,3568,1001573,Linzertorte (Pastry base covered with raspberry sweetmeat),,Sweets/Cakes and tarts,,per 100g edible portion,1770,Automated calculation,,424,Automated calculation,,23.6,-,9,9.2,-,9,10.4,-,9,2.5,-,9,97,-,9,43.7,-,9,25.9,-,9,17.7,-,9,3.7,-,9,7.5,-,9,0.2,Automated calculation,,0,-,9,20.3,-,9,153,Automated calculation,,145,Automated calculation,,138,-,8,89,Estimation,51,89,-,8,0.05,-,9,0.13,-,9,0.07,-,9,tr.,-,9,0.82,-,9,14,-,9,0.3,-,9,0.3,-,9,1,-,9,4.8,-,9,200,-,9,70,-,9,52,-,9,63,-,9,45,-,9,160,-,9,1.5,-,9,3.1,-,9,1,-,9,n.d.,,,Nein
13320,,,"Liver (average of beef, veal, pork), pan fried (without addition of fat and salt)",,Meat and offal,,per 100g edible portion,690,Automated calculation,,164,Automated calculation,,5.3,Calculation on the basis of ingredients,,1.8,Calculation on the basis of ingredients,,0.8,Calculation on the basis of ingredients,,1.4,Calculation on the basis of ingredients,,430,Calculation on the basis of ingredients,,4.4,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.4,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,24.7,Calculation on the basis of ingredients,,0.2,Automated calculation,,0,Calculation on the basis of ingredients,,65.6,Automated calculation,,11064,Automated calculation,,11026,Automated calculation,,10988,Calculation on the basis of ingredients,,456,Calculation on the basis of ingredients,,4,Calculation on the basis of ingredients,,0.29,Calculation on the basis of ingredients,,3.33,Calculation on the basis of ingredients,,0.75,Calculation on the basis of ingredients,,50,Calculation on the basis of ingredients,,15.6,Calculation on the basis of ingredients,,205.9,Calculation on the basis of ingredients,,7.6,Calculation on the basis of ingredients,,21,Calculation on the basis of ingredients,,0.8,Calculation on the basis of ingredients,,0.64,Calculation on the basis of ingredients,,290,Calculation on the basis of ingredients,,90,Calculation on the basis of ingredients,,100,Calculation on the basis of ingredients,,9.6,Calculation on the basis of ingredients,,20,Calculation on the basis of ingredients,,360,Calculation on the basis of ingredients,,13,Calculation on the basis of ingredients,,13,Calculation on the basis of ingredients,,5.3,Calculation on the basis of ingredients,,n.d.,,,Ja
10377,,,"Liver (average of beef, veal, pork), raw",,Meat and offal/Poultry;Meat and offal/Veal;Meat and offal/Beef;Meat and offal/Pork,,per 100g edible portion,566,Automated calculation,,134,Automated calculation,,4.3,Calculation on the basis of ingredients,,1.5,Calculation on the basis of ingredients,,0.7,Calculation on the basis of ingredients,,1.1,Calculation on the basis of ingredients,,353,Calculation on the basis of ingredients,,3.6,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.3,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,20.3,Calculation on the basis of ingredients,,0.2,Automated calculation,,0,Calculation on the basis of ingredients,,71.8,Automated calculation,,9072,Automated calculation,,9041,Automated calculation,,9010,Calculation on the basis of ingredients,,374,Calculation on the basis of ingredients,,4,Calculation on the basis of ingredients,,0.28,Calculation on the basis of ingredients,,2.87,Calculation on the basis of ingredients,,0.77,Calculation on the basis of ingredients,,54.67,Calculation on the basis of ingredients,,15.05,Calculation on the basis of ingredients,,198.7,Calculation on the basis of ingredients,,7.33,Calculation on the basis of ingredients,,23,Calculation on the basis of ingredients,,0.7,Calculation on the basis of ingredients,,0.53,Calculation on the basis of ingredients,,320,Calculation on the basis of ingredients,,87,Calculation on the basis of ingredients,,83,Calculation on the basis of ingredients,,7.9,Calculation on the basis of ingredients,,20,Calculation on the basis of ingredients,,360,Calculation on the basis of ingredients,,11,Calculation on the basis of ingredients,,10,Calculation on the basis of ingredients,,5.1,Calculation on the basis of ingredients,,n.d.,,,Ja
776,4102,1001426,Liver sausage,,Sausages and cold meats/Cooked sausage products,,per 100g edible portion,1210,Automated calculation,,291,Automated calculation,,22.8,Calculation on the basis of ingredients,,8.6,Calculation on the basis of ingredients,,10.4,Calculation on the basis of ingredients,,2.6,Calculation on the basis of ingredients,,111,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,0.4,Calculation on the basis of ingredients,,0.2,Calculation on the basis of ingredients,,0.2,Calculation on the basis of ingredients,,20.8,Calculation on the basis of ingredients,,2.2,Automated calculation,,0,Calculation on the basis of ingredients,,55.6,Automated calculation,,1907,Automated calculation,,1907,Automated calculation,,1907,Calculation on the basis of ingredients,,3,Calculation on the basis of ingredients,,3,Calculation on the basis of ingredients,,0.23,Calculation on the basis of ingredients,,0.64,Calculation on the basis of ingredients,,0.24,Calculation on the basis of ingredients,,5.14,Calculation on the basis of ingredients,,4.16,Calculation on the basis of ingredients,,19,Calculation on the basis of ingredients,,1.21,Calculation on the basis of ingredients,,4,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.52,Calculation on the basis of ingredients,,170,Calculation on the basis of ingredients,,860,Calculation on the basis of ingredients,,1280,Calculation on the basis of ingredients,,5.1,Calculation on the basis of ingredients,,16,Calculation on the basis of ingredients,,130,Calculation on the basis of ingredients,,3.6,Calculation on the basis of ingredients,,4.3,Calculation on the basis of ingredients,,2,Calculation on the basis of ingredients,,n.d.,,,Ja
786,4094,1001439,Luganighe,,Sausages and cold meats/Raw sausage products,,per 100g edible portion,1940,Automated calculation,,468,Automated calculation,,43.9,Calculation on the basis of ingredients,,16.3,Calculation on the basis of ingredients,,20.7,Calculation on the basis of ingredients,,4.5,Calculation on the basis of ingredients,,67,Calculation on the basis of ingredients,,0.5,Calculation on the basis of ingredients,,0.5,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,17.4,Calculation on the basis of ingredients,,2.5,Automated calculation,,0.2,Calculation on the basis of ingredients,,38,Automated calculation,,6,Automated calculation,,6,Automated calculation,,6,Calculation on the basis of ingredients,,2,Calculation on the basis of ingredients,,2,Calculation on the basis of ingredients,,0.51,Calculation on the basis of ingredients,,0.19,Calculation on the basis of ingredients,,0.28,Calculation on the basis of ingredients,,2.12,Calculation on the basis of ingredients,,4.33,Calculation on the basis of ingredients,,1.9,Calculation on the basis of ingredients,,0.47,Calculation on the basis of ingredients,,59.5,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,0.58,Calculation on the basis of ingredients,,200,Calculation on the basis of ingredients,,980,Calculation on the basis of ingredients,,1440,Calculation on the basis of ingredients,,3.8,Calculation on the basis of ingredients,,19,Calculation on the basis of ingredients,,99,Calculation on the basis of ingredients,,1.1,Calculation on the basis of ingredients,,1.1,Calculation on the basis of ingredients,,2,Calculation on the basis of ingredients,,n.d.,,,Ja
1084,4303,,Luncheon meat,,Sausages and cold meats/Boiled sausage products,,per 100g edible portion,1060,Automated calculation,,256,Automated calculation,,22.3,-,1032,8.8,-,1032,10.8,-,1032,2,-,1032,51,-,1032,1.4,-,1032,1.4,-,1011,0,Estimation,1003,0,Estimation,1003,12.5,-,1032,2.3,Automated calculation,,0,Estimation,1003,60.1,-,1032,1,Automated calculation,,1,Automated calculation,,tr.,-,1003,8,Estimation,,8,Estimation,,0.24,-,1032,0.11,-,1032,0.13,-,1032,0.5,-,1032,3.1,-,1032,2.4,Estimation,,0.4,-,1032,41.9,-,1032,0.9,-,1032,tr.,-,1032,100,-,22,900,-,1032,1170,-,1032,19,-,1032,12,-,1032,190,-,1032,0.5,-,1032,1.5,Estimation,,1.4,-,1032,6,-,1032,Nein
832,4324,1001501,Lye roll,,"Bread, flakes and breakfast cereals/Bread and bread products",,per 100g edible portion,1190,Automated calculation,,282,Automated calculation,,4.9,Calculation on the basis of ingredients,,0.9,Calculation on the basis of ingredients,,1.8,Calculation on the basis of ingredients,,1.9,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,48.9,Calculation on the basis of ingredients,,2.2,Calculation on the basis of ingredients,,46.2,Calculation on the basis of ingredients,,2.3,Calculation on the basis of ingredients,,9.3,Calculation on the basis of ingredients,,1.5,Automated calculation,,0,Calculation on the basis of ingredients,,35.3,Automated calculation,,0,Automated calculation,,0,Automated calculation,,0,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,0.14,Calculation on the basis of ingredients,,0.12,Calculation on the basis of ingredients,,0.06,Calculation on the basis of ingredients,,0.09,Calculation on the basis of ingredients,,0.71,Calculation on the basis of ingredients,,20.3,Calculation on the basis of ingredients,,0.4,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0,Calculation on the basis of ingredients,,1.05,Calculation on the basis of ingredients,,190,Calculation on the basis of ingredients,,610,Calculation on the basis of ingredients,,970,Calculation on the basis of ingredients,,57,Calculation on the basis of ingredients,,15,Calculation on the basis of ingredients,,89,Calculation on the basis of ingredients,,0.5,Calculation on the basis of ingredients,,39,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,n.d.,,,Ja
1083,4304,,Lyoner sausage,Bologna sausage,Sausages and cold meats/Boiled sausage products,,per 100g edible portion,1010,Automated calculation,,244,Automated calculation,,21.8,-,1032,8.2,-,1032,10.2,-,1032,1.6,-,1032,46,-,1032,0.5,-,1032,0.5,-,1011,0,Estimation,1003,0,Estimation,1003,11.5,-,1032,2.1,Automated calculation,,0,Estimation,1003,62.9,-,1032,0,Automated calculation,,0,Automated calculation,,tr.,-,1003,n.d.,,,n.d.,,,0.24,-,1032,0.12,-,1032,0.16,-,1032,0.7,-,1032,2.6,-,1032,n.d.,,,0.5,-,1032,39.7,-,1032,1,-,1032,tr.,-,1032,170,-,1032,850,-,1032,1160,-,1032,6.5,-,1032,11,-,1032,180,-,1032,0.5,-,1032,n.d.,,,1.3,-,1032,6.1,-,1032,Nein
1092,3800,,Lyoner sausage (poultry),Bologna sausage (poultry),Sausages and cold meats/Boiled sausage products,,per 100g edible portion,852,Automated calculation,,205,Automated calculation,,16.4,-,1032,5.1,-,1032,7.5,-,1032,2.3,-,1032,65,-,1032,0.9,-,1032,0.9,-,1011,0,Estimation,1003,0,Estimation,1003,13.5,-,1032,2.3,Automated calculation,,0,Estimation,1003,65.3,-,1032,0,Automated calculation,,0,Automated calculation,,tr.,-,1003,n.d.,,,n.d.,,,0.05,-,1032,0.11,-,1032,0.18,-,1032,0.9,-,1032,4.6,-,1032,n.d.,,,0.9,-,1032,36.3,-,1032,tr.,-,1032,tr.,-,1032,210,-,1032,920,-,1032,1190,-,1032,13,-,1032,17,-,1032,210,-,1032,0.5,-,1032,n.d.,,,1.1,-,1032,8.6,-,1032,Nein
1478,,,"Macaroni from the alps, prepared",,Prepared dishes/Other savoury dishes,,per 100g edible portion,766,Automated calculation,,183,Automated calculation,,9,Calculation on the basis of ingredients,,5.3,Calculation on the basis of ingredients,,2.1,Calculation on the basis of ingredients,,0.5,Calculation on the basis of ingredients,,26,Calculation on the basis of ingredients,,18.6,Calculation on the basis of ingredients,,1.4,Calculation on the basis of ingredients,,17.1,Calculation on the basis of ingredients,,1.7,Calculation on the basis of ingredients,,6,Calculation on the basis of ingredients,,1.1,Automated calculation,,0,Calculation on the basis of ingredients,,64.8,Automated calculation,,88,Automated calculation,,85,Automated calculation,,82,Calculation on the basis of ingredients,,33,Calculation on the basis of ingredients,,31,Calculation on the basis of ingredients,,0.04,Calculation on the basis of ingredients,,0.09,Calculation on the basis of ingredients,,0.09,Calculation on the basis of ingredients,,0.22,Calculation on the basis of ingredients,,0.7,Calculation on the basis of ingredients,,9.1,Calculation on the basis of ingredients,,0.25,Calculation on the basis of ingredients,,3.1,Calculation on the basis of ingredients,,0.2,Calculation on the basis of ingredients,,0.2,Calculation on the basis of ingredients,,160,Calculation on the basis of ingredients,,440,Calculation on the basis of ingredients,,690,Calculation on the basis of ingredients,,120,Calculation on the basis of ingredients,,20,Calculation on the basis of ingredients,,120,Calculation on the basis of ingredients,,0.4,Calculation on the basis of ingredients,,6.6,Calculation on the basis of ingredients,,0.8,Calculation on the basis of ingredients,,n.d.,,,Nein
878,3711,,Madeleine biscuit,,Sweets/Other sweet pastries,,per 100g edible portion,1460,Automated calculation,,346,Automated calculation,,11.6,Calculation on the basis of ingredients,,6.3,Calculation on the basis of ingredients,,2.9,Calculation on the basis of ingredients,,1,Calculation on the basis of ingredients,,99,Calculation on the basis of ingredients,,52.2,Calculation on the basis of ingredients,,22.3,Calculation on the basis of ingredients,,29.6,Calculation on the basis of ingredients,,1.4,Calculation on the basis of ingredients,,7.5,Calculation on the basis of ingredients,,0.3,Automated calculation,,0,Calculation on the basis of ingredients,,27.7,Automated calculation,,124,Automated calculation,,120,Automated calculation,,116,Calculation on the basis of ingredients,,45,Calculation on the basis of ingredients,,38,Calculation on the basis of ingredients,,0.07,Calculation on the basis of ingredients,,0.09,Calculation on the basis of ingredients,,0.04,Calculation on the basis of ingredients,,0.25,Calculation on the basis of ingredients,,0.31,Calculation on the basis of ingredients,,7.9,Calculation on the basis of ingredients,,0.43,Calculation on the basis of ingredients,,0.1,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,0.29,Calculation on the basis of ingredients,,130,Calculation on the basis of ingredients,,130,Calculation on the basis of ingredients,,220,Calculation on the basis of ingredients,,38,Calculation on the basis of ingredients,,9.6,Calculation on the basis of ingredients,,81,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,7.5,Calculation on the basis of ingredients,,0.6,Calculation on the basis of ingredients,,n.d.,,,Nein
426,4546,1000899,Maize starch,,"Cereal products, pulses and potatoes/Flour and starch;Various/Gelling and binding agents",,per 100g edible portion,1510,Automated calculation,,354,Automated calculation,,tr.,-,43,tr.,-,43,tr.,-,43,tr.,-,43,0,-,43,88,-,43,tr.,-,43,88,-,43,0.6,-,43,0.3,-,43,0,Automated calculation,,0,-,43,11,-,43,32,Automated calculation,,16,Automated calculation,,0,Estimation,51,190,Estimation,51,104,-,74,0,-,43,0,-,43,tr.,-,43,0,-,43,tr.,-,43,1,-,43,tr.,-,43,0,-,43,0,-,43,0,-,43,5,-,43,6,-,43,6,-,36,1,-,43,2,-,43,22,-,43,0.5,-,43,2.5,-,36,0.6,-,9,n.d.,,,Nein
397,4564,1000860,"Mandarin, fresh",,Fruit/Fresh fruit,,per 100g edible portion,201,Automated calculation,,47,Automated calculation,,0.2,-,43,tr.,-,43,tr.,-,43,tr.,-,43,0,-,43,10,-,43,10,-,43,0,-,43,1.4,-,43,0.7,-,43,0,Automated calculation,,0,-,43,86.9,-,43,26,Automated calculation,,13,Automated calculation,,0,Estimation,51,158,-,51;1662,148,-,149;1670,0.1,-,43;1670,0.03,-,43;1670,0.05,-,43;1670,0,-,43,0.34,-,43;1670,17.6,-,43;1670,0.19,-,43;1670,36.7,-,43;1670,0,-,43,0.55,-,43,150,-,43,3,-,43,4,-,36,33,-,43,11,-,43,15,-,43,0.4,-,43,0.8,-,36,0.1,-,36,n.d.,,,Nein
396,4562,1000859,"Mango, fresh",,Fruit/Fresh fruit,,per 100g edible portion,264,Automated calculation,,62,Automated calculation,,0.2,-,43,0.1,-,43,0.1,-,43,0,-,43,0,-,43,13.4,-,43,13.1,-,43,0.3,-,43,2.3,-,43,0.6,-,43,0,Automated calculation,,0,-,43,83,-,43,160,Automated calculation,,80,Automated calculation,,0,Estimation,51,959,-,51;1662,943,-,164;1670,0.02,-,43;1670,0.05,-,43,0.07,-,43;1670,0,-,43,0.35,-,43;1670,31,-,43;1670,0.16,-,43;1670,44,-,43,0,-,43,1.8,-,43,150,-,43,2,-,43,5,-,9,20,-,43,9,-,43,22,-,43,1.2,-,43,1,-,9,0.1,-,36,n.d.,,,Nein
